time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2017-03-16T06:30:42.210Z,-20.4424,-173.134,10,5.2,mb,,47,3.311,0.62,us,us20008sf4,2017-06-07T00:33:40.040Z,"145km ESE of Pangai, Tonga",earthquake,7.4,1.5,0.065,79,reviewed,us,us
2017-03-15T22:19:41.890Z,-55.6955,-27.3466,36.83,5,mb,,80,5.45,0.64,us,us20008tti,2017-06-07T00:33:40.040Z,"112km N of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,6.8,7.3,0.089,40,reviewed,us,us
2017-03-15T22:19:40.470Z,51.0789,179.076,19,5.6,mww,,38,0.33,0.88,us,us20008sd8,2017-06-07T00:33:40.040Z,"103km SSW of Semisopochnoi Island, Alaska",earthquake,4.7,1.7,0.058,29,reviewed,us,us
2017-03-15T01:38:57.150Z,1.7629,127.0327,62.64,5.1,mb,,44,1.039,0.69,us,us20008s7z,2017-06-07T00:33:39.040Z,"108km W of Tobelo, Indonesia",earthquake,2.9,5.6,0.056,102,reviewed,us,us
2017-03-14T21:01:12.650Z,52.2843,-170.5004,54.07,5.1,mb,,130,0.654,0.74,us,us20008s6s,2017-06-07T00:33:39.040Z,"40km SSE of Yunaska Island, Alaska",earthquake,6.4,5.7,0.036,246,reviewed,us,us
2017-03-14T20:31:27.420Z,-24.3926,-175.5733,10,5.1,mb,,91,5.271,0.98,us,us20008s6f,2017-06-07T00:33:39.040Z,"South of Tonga",earthquake,8.6,1.8,0.063,82,reviewed,us,us
2017-03-14T18:16:52.160Z,-30.2964,-177.4788,32.74,5.3,mb,,55,1.118,0.86,us,us100088xz,2017-06-07T00:33:39.040Z,"121km SSE of Raoul Island, New Zealand",earthquake,9,3.9,0.048,146,reviewed,us,us
2017-03-14T15:03:39.960Z,-15.6691,-177.1211,10,5.7,mww,,74,5.064,0.48,us,us100088wf,2017-06-07T00:33:39.040Z,"188km SE of Sigave, Wallis and Futuna",earthquake,10.5,1.8,0.08,15,reviewed,us,us
2017-03-14T13:13:38.270Z,3.6425,95.8593,44.85,5.2,mww,,48,1.913,1.03,us,us100088vy,2017-06-07T00:33:38.040Z,"62km SSW of Meulaboh, Indonesia",earthquake,7.1,4,0.098,10,reviewed,us,us
2017-03-14T12:36:43.310Z,-21.0127,170.068,127,5.6,mww,,16,2.654,0.92,us,us100088vp,2017-06-07T00:33:38.040Z,"182km SSE of Isangel, Vanuatu",earthquake,7.9,1.8,0.078,16,reviewed,us,us
2017-03-14T11:07:15.310Z,39.2516,73.4677,41.22,5,mb,,26,2.229,0.58,us,us100088v9,2017-06-07T00:33:38.040Z,"29km NNW of Karakul, Tajikistan",earthquake,5.8,4.6,0.037,236,reviewed,us,us
2017-03-14T09:13:25.770Z,-3.2769,137.5555,50.33,5,mb,,96,5.31,0.88,us,us100088uy,2017-06-07T00:33:38.040Z,"151km ENE of Enarotali, Indonesia",earthquake,9.2,7.1,0.067,70,reviewed,us,us
2017-03-14T05:55:21.510Z,0.6515,121.1465,75.46,5.4,mww,,22,0.584,1.17,us,us100088tq,2017-06-07T00:33:38.040Z,"48km WNW of Lemito, Indonesia",earthquake,6.6,4.2,0.089,12,reviewed,us,us
2017-03-14T04:36:30.050Z,-5.6225,110.1835,545.67,5.1,mb,,34,1.44,0.93,us,us100088t6,2017-06-07T00:33:38.040Z,"111km NNW of Batang, Indonesia",earthquake,8.4,4.6,0.048,142,reviewed,us,us
2017-03-14T02:51:16.770Z,6.1457,92.3044,10,6,mww,,29,4.709,0.69,us,us100088sf,2017-06-07T00:33:38.040Z,"230km SSW of Mohean, India",earthquake,7.5,1.8,,,reviewed,us,us
2017-03-13T15:05:56.000Z,-30.4321,-71.3954,46.33,5.1,mww,,65,0.317,0.77,us,us100088n2,2017-06-07T00:33:37.040Z,"26km NW of Ovalle, Chile",earthquake,5.8,3.7,0.068,21,reviewed,us,us
2017-03-13T14:19:06.670Z,17.3991,95.9998,10,5.1,mb,,42,0.551,0.52,us,us100088mq,2017-06-07T00:33:37.040Z,"34km SE of Tharyarwady, Burma",earthquake,6.9,1.8,0.061,89,reviewed,us,us
2017-03-13T08:49:05.310Z,14.3879,145.2126,99,5.5,mww,,14,0.861,1.02,us,us100088m4,2017-06-07T00:33:37.040Z,"25km N of Rota, Northern Mariana Islands",earthquake,8.6,1.8,0.078,16,reviewed,us,us
2017-03-13T07:15:53.810Z,-2.027,140.6656,28.37,5.1,mb,,92,8.455,1.04,us,us100088ly,2017-06-07T00:33:37.040Z,"56km N of Jayapura, Indonesia",earthquake,7.2,4.8,0.058,96,reviewed,us,us
2017-03-12T10:09:36.520Z,-21.6348,-179.2367,584.4,5.1,mb,,47,4.636,0.99,us,us100088hw,2017-06-07T00:33:36.040Z,"122km SSW of Ndoi Island, Fiji",earthquake,9.6,4.7,0.055,109,reviewed,us,us
2017-03-11T19:57:48.100Z,37.529,141.5136,43.92,5.3,mww,,37,0.667,0.72,us,us100088fi,2017-05-31T01:59:02.040Z,"45km E of Namie, Japan",earthquake,5.8,4,0.059,28,reviewed,us,us
2017-03-11T18:48:41.030Z,30.9973,130.3866,138.29,5.3,mww,,28,0.513,0.93,us,us100088fc,2017-05-31T01:59:02.040Z,"30km SSE of Makurazaki, Japan",earthquake,5.8,3.5,0.055,32,reviewed,us,us
2017-03-11T17:10:38.670Z,-30.5181,-177.5201,22,5.6,mww,,62,1.317,0.7,us,us100088f7,2017-05-31T01:59:01.040Z,"143km SSE of Raoul Island, New Zealand",earthquake,7.3,1.1,0.062,25,reviewed,us,us
2017-03-11T14:04:49.830Z,-6.7841,130.2747,112.56,5.2,mb,,73,1.565,1.3,us,us100088eu,2017-05-31T01:59:01.040Z,"172km NW of Saumlaki, Indonesia",earthquake,6.8,5.2,0.072,64,reviewed,us,us
2017-03-11T12:53:41.830Z,23.4712,-44.9952,10,5,mb,,131,20.875,0.63,us,us100088eq,2017-05-31T01:59:01.040Z,"Northern Mid-Atlantic Ridge",earthquake,13.3,1.9,0.055,104,reviewed,us,us
2017-03-10T16:41:12.110Z,72.8284,4.6453,10,5,mb,,63,6.11,0.75,us,us1000888q,2017-05-31T01:59:01.040Z,"Norwegian Sea",earthquake,6.8,1.8,0.055,105,reviewed,us,us
2017-03-10T15:53:52.900Z,29.6888,140.9677,109.67,5,mb,,101,2.797,1.2,us,us1000887f,2017-05-31T01:59:01.040Z,"Izu Islands, Japan region",earthquake,8.6,5.8,0.061,86,reviewed,us,us
2017-03-10T13:46:40.400Z,11.9771,-69.5658,15,5.2,mww,,24,0.628,1.08,us,us1000885n,2017-05-31T01:59:00.040Z,"56km N of La Vela de Coro, Venezuela",earthquake,5.5,1.7,0.08,15,reviewed,us,us
2017-03-10T06:22:20.770Z,-30.5797,-72.0795,14.07,5.2,mww,,84,0.394,1.07,us,us1000882x,2017-05-31T01:59:00.040Z,"84km W of Ovalle, Chile",earthquake,4.7,3.8,0.061,26,reviewed,us,us
2017-03-09T11:14:26.360Z,-60.1501,150.2994,10,5.9,mww,,44,7.347,0.99,us,us100087wv,2017-05-31T01:58:59.040Z,"West of Macquarie Island",earthquake,5.9,1.7,0.089,12,reviewed,us,us
2017-03-09T02:26:18.420Z,52.0541,178.3978,119.43,5.2,mww,,35,2.717,0.81,us,us100087v3,2017-05-31T01:58:59.040Z,"13km NNW of Little Sitkin Island, Alaska",earthquake,7.7,4,0.062,25,reviewed,us,us
2017-03-08T14:03:30.740Z,-54.0451,-133.9102,10,5.1,mb,,59,29.079,0.59,us,us100087pr,2017-05-31T01:58:58.040Z,"Pacific-Antarctic Ridge",earthquake,11.3,1.8,0.062,86,reviewed,us,us
2017-03-08T01:38:44.110Z,2.302,128.655,57.8,5.2,mww,,51,1.992,0.91,us,us100087lk,2017-05-31T01:58:57.040Z,"95km NE of Tobelo, Indonesia",earthquake,6.3,4.8,0.089,12,reviewed,us,us
2017-03-07T23:38:22.520Z,-15.023,168.1626,8,5.6,mww,,50,5.789,0.81,us,us100087kn,2017-05-31T01:58:57.040Z,"119km E of Port-Olry, Vanuatu",earthquake,8.9,1.1,0.073,18,reviewed,us,us
2017-03-07T16:08:19.040Z,41.5149,141.9022,56,5.7,mww,,108,0.961,0.56,us,us100087h5,2017-05-31T01:58:57.040Z,"62km ENE of Mutsu, Japan",earthquake,6.8,1.9,,,reviewed,us,us
2017-03-07T15:45:39.560Z,-6.2615,102.1873,10,5.5,mww,,24,2.037,0.74,us,us100087gx,2017-05-31T01:58:56.040Z,"221km SW of Kuripan, Indonesia",earthquake,7.1,1.7,0.073,18,reviewed,us,us
2017-03-07T11:03:36.550Z,-37.5236,179.2126,21.03,5.1,mb,,117,0.721,0.71,us,us100087fn,2017-05-31T01:58:56.040Z,"164km NE of Gisborne, New Zealand",earthquake,5.7,4.8,0.099,33,reviewed,us,us
2017-03-07T10:55:37.290Z,-22.9296,171.379,13.58,5.4,mb,,32,3.643,0.81,us,us100087fm,2017-05-31T01:58:56.040Z,"90km SW of Ile Hunter, New Caledonia",earthquake,7.9,3.3,0.039,230,reviewed,us,us
2017-03-06T18:18:02.150Z,-24.0181,179.0176,557.93,5,mb,,62,5.878,1.06,us,us100087c9,2017-05-31T01:58:55.040Z,"South of the Fiji Islands",earthquake,10.8,5.6,0.055,105,reviewed,us,us
2017-03-06T17:30:49.940Z,60.881,167.2253,17.37,5.2,mb,,48,7.222,0.99,us,us100087br,2017-05-31T01:58:55.040Z,"76km NE of Tilichiki, Russia",earthquake,6.7,3.7,0.027,458,reviewed,us,us
2017-03-06T03:06:21.400Z,-19.6093,178.3568,35.8,5.3,mb,,68,1.876,0.7,us,us1000877f,2017-05-31T01:58:55.040Z,"162km S of Suva, Fiji",earthquake,8.8,5,0.04,210,reviewed,us,us
2017-03-05T22:47:53.970Z,-5.9945,149.3619,37,6.3,mww,,17,3.316,0.91,us,us1000876f,2017-05-31T01:58:54.040Z,"32km NW of Kandrian, Papua New Guinea",earthquake,7.4,1.9,,,reviewed,us,us
2017-03-05T22:28:10.680Z,-58.3044,-139.633,10,5.1,mb,,35,27.263,0.95,us,us1000876d,2017-05-31T01:58:54.040Z,"Pacific-Antarctic Ridge",earthquake,13,1.8,0.081,49,reviewed,us,us
2017-03-05T12:22:16.420Z,-55.1821,-129.1773,10,5.6,mwb,,48,30.086,0.94,us,us1000874a,2017-05-31T01:58:54.040Z,"Pacific-Antarctic Ridge",earthquake,8.1,1.7,0.073,18,reviewed,us,us
2017-03-05T00:08:18.010Z,9.8311,125.4961,10.51,5.7,mww,,76,2.745,0.74,us,us1000870s,2017-05-31T01:58:53.040Z,"5km N of Surigao, Philippines",earthquake,7.4,3.3,,,reviewed,us,us
2017-03-04T20:11:49.780Z,-59.1161,-17.7372,10,5,mb,,79,11.371,0.89,us,us1000871g,2017-05-24T02:48:16.040Z,"East of the South Sandwich Islands",earthquake,10.7,1.9,0.092,38,reviewed,us,us
2017-03-04T03:49:55.050Z,-7.1707,155.8132,10,5,mb,,46,4.67,1.08,us,us100086xf,2017-05-24T02:48:15.040Z,"101km SSE of Panguna, Papua New Guinea",earthquake,9.4,1.8,0.097,34,reviewed,us,us
2017-03-04T03:18:39.340Z,-7.3175,155.8223,25.21,5,mb,,61,8.818,0.85,us,us100086xu,2017-05-24T02:48:15.040Z,"110km SW of Chirovanga, Solomon Islands",earthquake,11.8,3.9,0.09,41,reviewed,us,us
2017-03-04T03:16:31.960Z,-7.267,155.7056,23.63,5.2,mb,,28,4.664,0.86,us,us100086x8,2017-05-24T02:48:15.040Z,"107km SSE of Panguna, Papua New Guinea",earthquake,5.5,3.6,0.06,92,reviewed,us,us
2017-03-04T02:58:20.280Z,-7.3277,155.748,17,6.1,mww,,15,4.654,1.03,us,us100086x7,2017-05-24T02:48:15.040Z,"115km SSE of Panguna, Papua New Guinea",earthquake,6.8,1.6,0.056,31,reviewed,us,us
2017-03-04T02:11:53.820Z,25.1865,94.6658,74.07,5.1,mb,,27,1.009,0.95,us,us100086x4,2017-05-24T02:48:15.040Z,"55km SSE of Phek, India",earthquake,6.5,5.1,0.042,181,reviewed,us,us
2017-03-04T00:14:54.150Z,-55.0061,-129.1062,10,5,mb,,87,33.126,0.98,us,us1000888z,2017-05-24T02:48:15.040Z,"Pacific-Antarctic Ridge",earthquake,14.1,1.9,0.115,24,reviewed,us,us
2017-03-03T23:53:36.200Z,-54.8941,-129.5809,10,5.1,mb,,67,29.792,0.45,us,us1000888a,2017-05-24T02:48:15.040Z,"Pacific-Antarctic Ridge",earthquake,12.1,1.8,0.069,69,reviewed,us,us
2017-03-03T08:27:34.530Z,43.1132,145.6678,66.27,5.1,mww,,121,2.155,1.34,us,us100086pe,2017-05-24T02:48:14.040Z,"24km SSE of Nemuro, Japan",earthquake,7.6,5.6,0.117,7,reviewed,us,us
2017-03-02T19:13:15.670Z,61.3504,-27.4296,10,5,mb,,57,4.396,0.82,us,us100086kc,2017-05-24T02:48:13.040Z,"Iceland region",earthquake,7.9,1.8,0.027,431,reviewed,us,us
2017-03-02T14:53:42.590Z,32.6336,132.1018,44.42,5.3,mww,,61,1.141,1.19,us,us100086hr,2017-05-24T02:48:13.040Z,"39km SSE of Saiki, Japan",earthquake,2.1,4.9,0.066,22,reviewed,us,us
2017-03-02T11:07:26.880Z,37.616,38.4305,10,5.6,mww,,30,1.068,0.61,us,us100086gw,2017-05-24T02:48:13.040Z,"5km NW of Samsat, Turkey",earthquake,5,1,0.056,31,reviewed,us,us
2017-03-02T02:11:30.682Z,59.5785,-152.6546,78,5.5,ml,,,,0.92,ak,ak15426300,2017-07-22T23:47:36.725Z,"51km WSW of Anchor Point, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2017-03-01T10:39:48.460Z,52.1708,-173.3725,52.09,5.2,mww,,68,2.066,0.96,us,us100085xq,2017-05-24T02:48:12.040Z,"56km E of Atka, Alaska",earthquake,6.9,4,0.086,13,reviewed,us,us
2017-03-01T06:59:41.360Z,-6.366,130.0372,141,5.3,mww,,21,2.036,0.96,us,us100085ws,2017-05-24T02:48:12.040Z,"225km NW of Saumlaki, Indonesia",earthquake,4.2,1.8,0.075,17,reviewed,us,us
2017-03-01T06:43:05.520Z,37.5691,141.411,53.9,5,mb,,99,0.576,1.01,us,us100085wr,2017-05-24T02:48:12.040Z,"37km ENE of Namie, Japan",earthquake,7.2,5.8,0.04,195,reviewed,us,us
